Gene,Cox_coefficient,Raw_p-value,BH-adjusted_p-value,Median_Expression,Mean_Expression
MRPS18A,0.0363,0.7,0.960404106,790.094,881.2423176
MRPS28,-0.0332,0.7,0.960404106,591.0762,675.8305069
STK26,-0.0353,0.7,0.960404106,22.4622,46.22371634
MTMR6,0.0355,0.7,0.960404106,877.7187,944.8494271
MYL3,-0.0375,0.7,0.960404106,11.976,15.49086863
MYL9,0.0382,0.7,0.960404106,1003.1586,1466.335414
NEAT1,0.0377,0.7,0.960404106,3021.6155,4526.225979
NEFM,0.0384,7.00E-01,0.960404106,40.4723,205.0709399
NHLRC4,-0.0393,0.7,0.960404106,11.9863,16.91901993
NUP98,0.0357,0.7,0.960404106,1412.7358,1407.316835
OASL,-0.038,0.7,0.960404106,91.2512,190.6755232
OR2L13,0.0379,0.7,0.960404106,3.3116,8.575498366
ORAOV1,0.0325,0.7,0.960404106,224.6777,228.9787732
PANK2,-0.0384,0.7,0.960404106,505.895,515.7248435
PDGFRA,0.0344,0.7,0.960404106,2092.6145,7434.764372
PEPD,-0.0356,0.7,0.960404106,2159.982,2267.514524
PFN2,0.0335,0.7,0.960404106,6739.1439,8465.957207
PHF12,-0.0352,0.7,0.960404106,1138.5752,1158.723453
PHF23,0.0367,0.7,0.960404106,960.2091,980.0414425
POLR1A,-0.0323,0.7,0.960404106,593.2292,656.2094542
POLR3GL,0.0316,0.7,0.960404106,631.3591,662.5321542
POLR3K,-0.0343,0.7,0.960404106,327.504,362.2495797
PSMA7,-0.0348,0.7,0.960404106,3800.3923,4183.866725
PSPN,0.0373,0.7,0.960404106,1.368,1.810258824
HACD4,0.0394,0.7,0.960404106,158.0189,183.9030856
PTTG3P,0.0357,0.7,0.960404106,1.0033,1.387718954
RAB33A,0.0385,0.7,0.960404106,122.9364,275.9234971
RGS18,0.0359,0.7,0.960404106,77.2571,105.1030967
RIN2,-0.0359,0.7,0.960404106,1293.5877,1383.731311
RNF122,0.0359,0.7,0.960404106,309.149,400.9998098
RPS6KB1,0.0318,0.7,0.960404106,668.2739,672.9967997
RSRC2,-0.0348,0.7,0.960404106,1145.4678,1141.248718
SGCD,0.0348,0.7,0.960404106,40.5152,114.9016987
SH3BGR,0.0352,0.7,0.960404106,441.573,571.634102
SIRT6,-0.0337,0.7,0.960404106,390.6339,403.9316333
SLC31A1,-0.0395,0.7,0.960404106,1210,1262.953554
SLC35E2,0.0357,0.7,0.960404106,60.5043,67.51612549
SLC6A4,0.0337,0.7,0.960404106,1.3048,1.733711111
SMAD3,-0.0387,0.7,0.960404106,980.2895,992.48895
SMC1A,-0.0369,0.7,0.960404106,1797.3811,1950.060971
SNX18,0.0343,0.7,0.960404106,775,785.2859944
SP100,0.0353,0.7,0.960404106,886.8032,952.5088745
SPATA24,0.0358,0.7,0.960404106,50.2192,57.3623902
TBCK,-0.0331,0.7,0.960404106,522.0212,524.1930915
TEX14,0.0351,0.7,0.960404106,7.3335,13.55275261
TIMM8A,-0.035,0.7,0.960404106,119.3557,127.4665248
TMEM164,-0.0375,0.7,0.960404106,557.8754,584.2803873
TRIM16,0.0352,0.7,0.960404106,467.1772,500.3212141
TTK,-0.0377,0.7,0.960404106,208.7156,245.48725
TTTY15,-0.0563,0.7,0.960404106,193.4775,168.0565725
UBR3,-0.0322,0.7,0.960404106,767.7476,787.0962297
UBXN8,-0.0358,0.7,0.960404106,274.1696,289.9054611
UNC5C,-0.0348,0.7,0.960404106,15.6578,38.00626307
VIPR2,-0.0376,0.7,0.960404106,73.8795,409.7733046
VSX1,0.0368,0.7,0.960404106,6.4517,10.82039346
WASF2,0.0345,0.7,0.960404106,3599.6715,3623.065663
WDR47,0.0344,0.7,0.960404106,844.2438,909.5690781
WDR48,-0.0398,0.7,0.960404106,1148.5871,1220.639325
WDR60,0.0335,0.7,0.960404106,518.1171,532.4054552
WDR78,-0.0362,0.7,0.960404106,145.2884,199.9747082
XRRA1,-0.0401,0.7,0.960404106,262.699,281.4497212
ZBTB17,0.034,0.7,0.960404106,573.3604,604.1137869
ZNF541,-0.034,0.7,0.960404106,4.6875,11.22036307
ZNF710,0.0352,0.7,0.960404106,250.2978,254.4997239
ZYG11B,-0.032,0.7,0.960404106,1101.7118,1101.987644
ABHD14A,-0.0364,0.71,0.962673108,444.2765,497.9467167
ACSS1,0.0359,0.71,0.962673108,875.4268,993.5545729
ADRA1A,-0.0342,0.71,0.962673108,12.054,23.33418039
AGBL3,-0.0356,0.71,0.962673108,19.823,21.65301993
ANO10,0.037,0.71,0.962673108,597.5078,596.0179294
APOBEC3G,0.0337,0.71,0.962673108,244.8196,278.823
ATP10A,0.0357,0.71,0.962673108,186.653,235.9978863
ATP1A1,0.0309,0.71,0.962673108,10419.4536,10754.32973
ATP5E,-0.0316,0.71,0.962673108,3097.2894,3534.164264
ATP5J,-0.0328,0.71,0.962673108,1910.585,2120.820312
AZIN1,0.0305,0.71,0.962673108,4028.9157,4204.937946
BCL9,-0.033,0.71,0.962673108,756.3141,784.8880663
BOP1,-0.0338,0.71,0.962673108,306.8051,369.0109866
BRD2,-0.0339,0.71,0.962673108,4284.5691,4228.613584
BREA2,-0.0327,0.71,0.962673108,3.4003,4.286268301
SFR1,0.0353,0.71,0.962673108,104.0176,115.3075997
C2CD4A,-0.0376,0.71,0.962673108,5.5494,28.23260458
TCAIM,-0.0382,0.71,0.962673108,701.1129,735.4016791
C3orf67,0.0357,0.71,0.962673108,2.8249,12.40739771
CREBRF,-0.0342,0.71,0.962673108,227.6872,228.6026281
C5orf51,0.0346,0.71,0.962673108,964.4412,964.9362775
C5orf58,0.0377,0.71,0.962673108,2.2161,2.877993137
C9orf3,0.0343,0.71,0.962673108,351.7148,408.428834
CCDC115,0.0352,0.71,0.962673108,850.9541,883.0666088
CCDC121,-0.0372,0.71,0.962673108,135.1351,151.3741242
CCDC134,0.0362,0.71,0.962673108,36.0051,39.44499444
CCDC160,-0.0339,0.71,0.962673108,42.0025,50.8973634
CCDC74B,-0.0372,0.71,0.962673108,126.3311,180.3906454
CCNE2,0.0345,0.71,0.962673108,240.3309,330.3157484
CDKL1,-0.0334,0.71,0.962673108,25.9587,28.12836634
CEP250,0.0341,0.71,0.962673108,601.2195,628.721516
CER1,0.033,0.71,0.962673108,1.6899,4.16275098
CLASP1,-0.0332,0.71,0.962673108,1752.8232,1808.724871
CNGA3,0.0332,0.71,0.962673108,469.1145,687.5453817
COL11A2,-0.0313,0.71,0.962673108,100.0169,193.4542722
COPS7A,0.0307,0.71,0.962673108,2089.9598,2214.492835
COX10,0.0311,0.71,0.962673108,216.9587,220.9197748
CWC27,-0.0358,0.71,0.962673108,490.5822,515.0560641
CWF19L2,-0.0363,0.71,0.962673108,285.1357,290.8452127
DDHD2,-0.0348,0.71,0.962673108,882.8693,929.1545062
DDX50,-0.0358,0.71,0.962673108,528.6458,566.3763301
DEK,-0.0353,0.71,0.962673108,2200,2327.055949
DLC1,0.0357,0.71,0.962673108,776.694,1037.888919
DLEU2L,-0.0327,0.71,0.962673108,5.3722,6.022388235
DNAJB5,0.0378,0.71,0.962673108,1119.5577,1199.892354
DUSP12,-0.032,0.71,0.962673108,421.2454,440.4336288
ECT2,0.0367,0.71,0.962673108,604.7986,672.7925869
EIF4G1,-0.0335,0.71,0.962673108,5595.2653,5609.781625
ENGASE,0.0339,0.71,0.962673108,435.8974,466.138719
EPHX1,-0.0353,0.71,0.962673108,1937.8061,2153.613274
ERBB4,0.0346,0.71,0.962673108,230.2426,309.7265154
ETS1,-0.0395,0.71,0.962673108,1285.7794,1418.39521
F11R,0.0331,0.71,0.962673108,655.0588,698.944531
ABHD17A,-0.0316,0.71,0.962673108,946.2041,1035.837919
FBXL5,-0.0319,0.71,0.962673108,3499.1694,3785.24647
FKBP10,0.0386,0.71,0.962673108,3809.7815,4092.704238
FLNA,-0.0344,0.71,0.962673108,13466.7774,15015.57404
FRS3,-0.0364,0.71,0.962673108,169.6658,182.5787324
FTO,-0.0355,0.71,0.962673108,1846.5975,1833.93847
GCH1,0.0341,0.71,0.962673108,78.4549,100.2239909
GCNT2,-0.0349,0.71,0.962673108,170.9801,218.0040451
GIMAP6,-0.0338,0.71,0.962673108,481.7685,545.9324373
GLT8D1,0.0382,0.71,0.962673108,1546.7179,1569.32123
GNAT2,0.0354,0.71,0.962673108,1.2959,1.555851307
GRID2IP,0.0358,0.71,0.962673108,8.0375,11.17327451
HDGFRP3,0.0365,0.71,0.962673108,1037.415,1064.05991
HES1,0.0363,0.71,0.962673108,614.5711,670.8137657
HNMT,0.0342,0.71,0.962673108,1308.2379,1645.837975
ICA1L,0.0341,0.71,0.962673108,478.5498,497.3609458
IFI27L1,0.0333,0.71,0.962673108,249.5641,282.0008513
IL11RA,-0.036,0.71,0.962673108,354.5084,478.5206497
IQGAP3,0.0341,0.71,0.962673108,306.5067,361.5940016
IRF8,0.0351,0.71,0.962673108,316.6647,392.7199944
KDM8,0.0339,0.71,0.962673108,97.5846,97.85388725
C2CD5,-0.0347,0.71,0.962673108,631.5294,644.8323951
CEP162,-0.0314,0.71,0.962673108,142.132,155.3637722
KIAA1614,0.0347,0.71,0.962673108,132.193,143.1180075
KIF13A,0.0317,0.71,0.962673108,539.0772,588.4868961
KLF1,-0.0327,0.71,0.962673108,3.2738,4.553410784
KLF8,0.0322,0.71,0.962673108,27.8671,40.15370359
KLHL5,-0.035,0.71,0.962673108,1321.875,1352.878983
KRAS,-0.0357,0.71,0.962673108,798.8788,836.616302
KRBA2,-0.032,0.71,0.962673108,67.6796,76.54560458
LARP4,0.0341,0.71,0.962673108,881.3798,903.8240222
FAM86EP,0.0364,0.71,0.962673108,74.4939,76.85169183
SNHG17,-0.0325,0.71,0.962673108,369.2661,418.3291137
SMIM4,0.0344,0.71,0.962673108,141.8698,167.5235549
LPAR5,0.0346,0.71,0.962673108,371.6834,459.9988925
LRSAM1,-0.0334,0.71,0.962673108,552.3437,553.4492301
MATN1,0.0344,0.71,0.962673108,5.723,7.628634641
MDP1,-0.0303,0.71,0.962673108,229.1093,265.9533699
MGC2889,0.0327,0.71,0.962673108,9.1527,25.01514542
MITF,0.0388,0.71,0.962673108,188.3531,214.4349399
MTUS2,0.035,0.71,0.962673108,7.7359,14.49862418
MUC6,0.0317,0.71,0.962673108,5.5835,10.83563235
NDUFA4,0.0333,0.71,0.962673108,4945.6412,6216.162047
NDUFA8,-0.0336,0.71,0.962673108,1024.7773,1117.729816
NDUFV1,-0.0357,0.71,0.962673108,2455.8889,2545.429265
NES,0.031,0.71,0.962673108,15904.4256,16813.52785
PAPD5,0.035,0.71,0.962673108,217.8186,218.7172601
PAWR,0.0369,0.71,0.962673108,35.0153,56.74948235
PDDC1,0.0321,0.71,0.962673108,1789.9687,1891.13107
PFKFB2,-0.0338,0.71,0.962673108,781.0976,1054.725251
PMS2P5,0.0327,0.71,0.962673108,49.3677,52.07191242
POLR2F,-0.0349,0.71,0.962673108,1116.515,1328.719308
PON2,0.0349,0.71,0.962673108,6536.071,7609.408421
PPIAL4C,0.0347,0.71,0.962673108,1.5199,1.730978758
PPIAL4D,0.0359,0.71,0.962673108,1.0417,1.23123366
PPM1K,-0.0394,0.71,0.962673108,412.7809,479.9001454
PPT1,-0.0317,0.71,0.962673108,6252.3946,6840.837265
PTPN11,-0.0326,0.71,0.962673108,4023.2932,4052.831411
RAB3B,-0.0339,0.71,0.962673108,3.1348,7.110453268
DROSHA,-0.0309,0.71,0.962673108,1078.6641,1058.894264
RNF126P1,0.0359,0.71,0.962673108,1.5711,1.85847451
RRAGC,0.0316,0.71,0.962673108,483.5729,502.0067618
SLC10A4,0.0345,0.71,0.962673108,145.3462,232.9517869
SLC30A4,-0.0345,0.71,0.962673108,71.0616,70.36905425
SOX15,0.0322,0.71,0.962673108,185.792,224.9958817
SPPL2B,-0.03,0.71,0.962673108,1210.6739,1394.677855
SRR,0.0309,0.71,0.962673108,824.6376,850.4979624
ST8SIA2,0.0354,0.71,0.962673108,19.4022,72.66111536
STOX2,0.0309,0.71,0.962673108,54.5455,66.51047778
SUSD3,0.034,0.71,0.962673108,107.4444,125.5684683
SUSD5,-0.0342,0.71,0.962673108,56.5124,197.6909742
SYAP1,0.0388,0.71,0.962673108,646.1905,699.2404046
TANK,0.0346,0.71,0.962673108,837.0998,869.7521801
TECR,-0.0336,0.71,0.962673108,2051.0716,2177.057523
THAP3,-0.031,0.71,0.962673108,383.0058,427.3244709
TIMM17B,-0.0324,0.71,0.962673108,687.6954,771.8607232
TLCD1,0.0323,0.71,0.962673108,175.7499,228.0667196
SLC35G2,0.0351,0.71,0.962673108,470.8771,517.7877814
TMEM9,-0.0345,0.71,0.962673108,3159.5348,3412.33867
TNFRSF8,0.0356,0.71,0.962673108,11.0096,23.93151405
TNKS1BP1,0.0366,0.71,0.962673108,1837.6963,1904.991221
TOMM34,0.0384,0.71,0.962673108,864.5485,925.3123082
TRIM52,-0.0339,0.71,0.962673108,159.5296,177.0469909
UCKL1-AS1,0.0328,0.71,0.962673108,11.4648,14.9867902
USH2A,0.0329,0.71,0.962673108,5.7252,8.055324183
VANGL1,-0.0347,0.71,0.962673108,243.3679,275.0682948
VASP,0.0371,0.71,0.962673108,1024.8791,1060.979738
WBP2NL,-0.0345,0.71,0.962673108,2.0088,4.399833333
WDR41,-0.034,0.71,0.962673108,978.5111,991.5410725
WDR49,-0.0344,0.71,0.962673108,55.7411,83.20325294
WHSC1,-0.0313,0.71,0.962673108,2021.215,2159.233919
XIAP,-0.0357,0.71,0.962673108,1221.7997,1245.972884
ZNF521,-0.034,0.71,0.962673108,919.4167,971.0723912
A2ML1,-0.0323,0.72,0.96381558,43.9443,100.6319052
ABCF3,-0.0324,0.72,0.96381558,1047.8346,1075.079346
ACTR2,0.0332,0.72,0.96381558,4591.5438,4648.97712
AK9,0.0316,0.72,0.96381558,113.1785,129.7714771
AKTIP,-0.0329,0.72,0.96381558,781.4316,847.9936931
TMEM237,-0.0335,0.72,0.96381558,1056.7164,1121.726569
AQP8,-0.0361,0.72,0.96381558,1.1339,1.537923203
ARHGAP11A,0.0353,0.72,0.96381558,353.3341,396.9925797
ARHGEF6,-0.0322,0.72,0.96381558,2990.7169,3250.581505
ATXN7L1,0.0353,0.72,0.96381558,163.4399,170.2152271
B3GNT5,-0.0328,0.72,0.96381558,589.3699,636.1232886
BCL2L13,-0.0346,0.72,0.96381558,1139.4195,1196.928828
BCORL1,-0.0305,0.72,0.96381558,293.1696,320.9818101
BMP7,-0.0363,0.72,0.96381558,1985.3695,2204.986888
APOPT1,-0.031,0.72,0.96381558,542.1607,579.9733941
CFAP161,0.0329,0.72,0.96381558,3.0303,21.2754634
C15orf61,-0.0321,0.72,0.96381558,110.3659,123.04675
C19orf57,-0.0319,0.72,0.96381558,149.1663,173.8500467
CCSAP,-0.0312,0.72,0.96381558,971.4852,1028.24618
ZNF295-AS1,-0.0338,0.72,0.96381558,3.9818,6.516738562
C2orf42,0.0345,0.72,0.96381558,298.3728,310.8546235
YAE1D1,0.031,0.72,0.96381558,384.4551,443.2565879
TMEM249,-0.0319,0.72,0.96381558,14.76805,18.76583039
TMEM246,0.0361,0.72,0.96381558,97.3282,155.2503791
TRMO,0.0323,0.72,0.96381558,268.5617,288.524252
CCDC171,0.0295,0.72,0.96381558,25.2294,34.91427582
STKLD1,-0.0338,0.72,0.96381558,14.3734,16.96172059
CACNA1I,0.0333,0.72,0.96381558,13.6032,32.57514804
CAPN5,0.0329,0.72,0.96381558,2126.4729,2682.794051
CCDC28A,0.0332,0.72,0.96381558,308.0903,346.649899
CCDC58,-0.0352,0.72,0.96381558,117.4515,129.7314147
CHMP5,-0.0327,0.72,0.96381558,1761.414,2014.060339
CNKSR2,-0.0327,0.72,0.96381558,128.0413,145.0493931
CNOT2,0.0328,0.72,0.96381558,1219.0669,1590.470982
COASY,0.0332,0.72,0.96381558,1019.0757,1047.451711
COMMD1,0.0305,0.72,0.96381558,342.8094,415.7254725
COX16,0.0326,0.72,0.96381558,897.1256,978.6935722
CSMD2,-0.0325,0.72,0.96381558,332.9513,428.9054167
DEGS2,0.0341,0.72,0.96381558,14.3084,20.25162451
DHCR24,-0.0309,0.72,0.96381558,1880.6228,2286.803162
DHX37,0.0325,0.72,0.96381558,527.0798,544.6368199
DNAJC19,0.0316,0.72,0.96381558,379.3432,439.5805608
DNAJC21,0.0328,0.72,0.96381558,451.1679,471.5038284
DZIP3,0.0329,0.72,0.96381558,532.4377,592.6191105
E2F6,0.0333,0.72,0.96381558,544.5205,558.2088389
EIF3H,-0.0323,0.72,0.96381558,2875.3894,3095.647273
ELL,0.0336,0.72,0.96381558,414.9727,429.1864026
ENG,0.0351,0.72,0.96381558,2350.3248,2639.094391
EPB41L4A,-0.0309,0.72,0.96381558,416.4799,415.3231366
ETV2,-0.0293,0.72,0.96381558,13.6411,17.67822582
FAAH,0.0378,0.72,0.96381558,129.1821,157.4557748
FAM110B,-0.0352,0.72,0.96381558,616.0556,720.6564294
FAM118A,0.0339,0.72,0.96381558,245.9016,305.150883
FAM124A,-0.031,0.72,0.96381558,58.9496,78.15131503
BRINP3,0.0356,0.72,0.96381558,517.0905,567.2755242
FBXO34,0.0382,0.72,0.96381558,464.0943,475.2224588
FFAR2,0.0327,0.72,0.96381558,4.0343,5.57966732
FKBP4,-0.0304,0.72,0.96381558,2051.6492,2172.830792
FLJ16779,0.0347,0.72,0.96381558,400.7744,865.2192592
FOXO1,-0.034,0.72,0.96381558,789.5336,924.4310301
GABRA1,0.0373,0.72,0.96381558,34.7454,135.5943673
GALNT15,0.0338,0.72,0.96381558,2106.2031,2424.564638
GATA2,0.034,0.72,0.96381558,61.0433,93.91460294
GLI3,0.0332,0.72,0.96381558,414.4847,537.60215
GRIK3,-0.0324,0.72,0.96381558,2316.0535,2725.843898
H2AFY,0.031,0.72,0.96381558,3867.2787,4048.756914
HESX1,-0.0322,0.72,0.96381558,23.2213,26.83878856
HIST1H3E,0.031,0.72,0.96381558,34.375,43.90512549
HIST1H4H,-0.0287,0.72,0.96381558,52.929,85.8056549
HPX,0.0313,0.72,0.96381558,15.3654,19.83956699
HTATSF1,-0.034,0.72,0.96381558,1744.6328,1893.715284
IL12RB2,0.0324,0.72,0.96381558,3.6879,5.557739869
IMP3,-0.0298,0.72,0.96381558,1193.3137,1247.248542
KCTD19,0.0342,0.72,0.96381558,2.0492,4.9066
KHK,0.0362,0.72,0.96381558,251.0164,273.2702716
GLTSCR1L,-0.0311,0.72,0.96381558,398.1434,399.8127029
KIAA1161,0.033,0.72,0.96381558,265.5311,328.9004356
KLF3,-0.0326,0.72,0.96381558,1390.79,1419.644117
LINS1,-0.0317,0.72,0.96381558,171.8729,178.1200549
LMOD1,0.0326,0.72,0.96381558,189.7106,278.7666098
LINC00936,0.0351,0.72,0.96381558,64.4888,73.46562582
LINC01089,-0.0333,0.72,0.96381558,327.1915,401.9427631
LINC00667,-0.032,0.72,0.96381558,754.3107,761.1571078
PPP1R42,0.0329,0.72,0.96381558,7.161,11.23505719
LYL1,0.0335,0.72,0.96381558,129.1712,142.6076137
MCM6,-0.0325,0.72,0.96381558,1210.9453,1309.697679
MORN4,0.0335,0.72,0.96381558,325.4029,352.6605673
MRPS11,-0.0301,0.72,0.96381558,783.0875,834.0563314
MX1,0.0342,0.72,0.96381558,1280.9439,2682.274031
MYL5,0.0335,0.72,0.96381558,159.5118,184.164802
NCOA1,0.0331,0.72,0.96381558,1856.2249,1931.979157
NDUFA6,-0.0329,0.72,0.96381558,1352.2303,1545.548547
NEXN,-0.0329,0.72,0.96381558,114.6903,134.8458386
NGLY1,0.0382,0.72,0.96381558,641.4104,638.8420304
NOL6,-0.031,0.72,0.96381558,1087.19,1094.268361
PARD6G,-0.0314,0.72,0.96381558,146.8093,160.2262154
PARP14,0.0327,0.72,0.96381558,1204.5019,1421.27475
PBX2,-0.033,0.72,0.96381558,803.7603,848.7145657
C1QTNF9B-AS1,0.0341,0.72,0.96381558,21.8544,24.26331634
PDE4D,0.0347,0.72,0.96381558,466.7886,512.7711082
PER2,-0.0344,0.72,0.96381558,280.5415,319.252898
PEX19,-0.0318,0.72,0.96381558,2291.9322,2378.777946
PFKM,0.0362,0.72,0.96381558,2500.4954,2556.366612
PGAM4,-0.032,0.72,0.96381558,108.0669,116.7114693
PGAM5,-0.0314,0.72,0.96381558,481.5365,509.4224987
PLEKHA4,-0.0336,0.72,0.96381558,1274.3529,1534.069471
PLEKHO1,-0.0318,0.72,0.96381558,1455.5124,1557.734028
PNMAL1,0.0314,0.72,0.96381558,1395.5473,1442.681772
POLE,0.0325,0.72,0.96381558,514.0869,587.539032
POMT1,-0.031,0.72,0.96381558,1202.5723,1235.169204
PPP2R2A,-0.0361,0.72,0.96381558,1176.168,1250.404901
PRKCDBP,0.0345,0.72,0.96381558,95.5631,164.6174794
PTCHD1,-0.0345,0.72,0.96381558,94.8673,121.1333595
PTGDR,0.0354,0.72,0.96381558,1.2665,2.654451961
HACD3,0.0335,0.72,0.96381558,3577.6838,3739.755021
PXMP2,-0.0314,0.72,0.96381558,385.639,447.781365
PYROXD1,0.0325,0.72,0.96381558,242.7241,272.7679539
RAB5B,0.033,0.72,0.96381558,3667.1966,3783.56613
RABEP2,0.0306,0.72,0.96381558,299.9712,297.1674794
RBFOX2,-0.0336,0.72,0.96381558,1362.1978,1590.059213
REXO4,0.0337,0.72,0.96381558,630.8867,625.5653588
RHOT1,0.0321,0.72,0.96381558,952.8061,1003.62186
RPA2,-0.0299,0.72,0.96381558,1618.3143,1788.024192
RPS13,-0.0316,0.72,0.96381558,4608.8188,5557.143103
S1PR2,-0.0302,0.72,0.96381558,215.4053,264.1692248
SBNO2,0.0339,0.72,0.96381558,802.7556,951.6884755
SCARF1,-0.0341,0.72,0.96381558,229.8978,244.1907869
SEC61A2,-0.0343,0.72,0.96381558,331.7522,389.7237092
SENP1,-0.0334,0.72,0.96381558,335.6354,346.3608216
SFI1,0.0302,0.72,0.96381558,264.2299,276.4157693
SLC14A1,-0.0347,0.72,0.96381558,159.0136,686.380418
SMAD1,-0.0347,0.72,0.96381558,1418.5577,1441.846418
SNX13,0.0335,0.72,0.96381558,1338.3585,1362.954022
SNX17,0.0323,0.72,0.96381558,3364.3378,3579.967383
SPRED1,-0.0328,0.72,0.96381558,2199.8041,2427.497592
STAG3L1,0.0338,0.72,0.96381558,112.6374,134.4238729
TAOK3,0.0331,0.72,0.96381558,1338.7013,1414.752477
TELO2,0.034,0.72,0.96381558,816.3265,805.9348431
THEM4,0.0324,0.72,0.96381558,238.74,224.7040327
THOP1,-0.0299,0.72,0.96381558,1178.3576,1237.425017
TLE4,0.0327,0.72,0.96381558,658.2879,695.4944382
TMEM161B,0.0335,0.72,0.96381558,250.5263,249.2325824
TMEM5,0.0337,0.72,0.96381558,374.5497,388.135733
TMEM98,0.0312,0.72,0.96381558,931.4103,979.6384052
TYMS,0.0354,0.72,0.96381558,1403.2409,1569.91803
UBTD2,0.0307,0.72,0.96381558,856.603,871.4462562
UBXN6,0.0313,0.72,0.96381558,2042.3601,2110.049804
UQCRB,-0.0343,0.72,0.96381558,2441.063,2601.575011
VAMP7,-0.0335,0.72,0.96381558,1039.751,1094.576985
VEPH1,0.0329,0.72,0.96381558,19.1645,81.13080948
TBC1D31,0.0336,0.72,0.96381558,139.9354,146.892999
WHAMMP3,-0.0354,0.72,0.96381558,60.7345,64.8078585
XPO7,0.0333,0.72,0.96381558,1811.0465,1889.613822
ZBTB8OS,0.033,0.72,0.96381558,157.5915,167.6358647
ZFP82,0.0299,0.72,0.96381558,137.7746,146.322933
ZNF335,0.0323,0.72,0.96381558,447.2991,459.9844078
ZNF436,0.0329,0.72,0.96381558,1241.6409,1465.827421
ZNF449,-0.0317,0.72,0.96381558,167.2644,187.4271056
ZNF594,-0.0318,0.72,0.96381558,142.9719,161.3133699
ZNF697,0.0314,0.72,0.96381558,103.0534,124.439516
ACTN2,0.0316,0.73,0.964929356,374.3288,487.1802529
ACTR1B,-0.0313,0.73,0.964929356,1534.1345,1614.554345
ADAM12,0.0348,0.73,0.964929356,549.6474,745.0768203
AES,0.0284,0.73,0.964929356,7692.623,8056.86032
AGT,0.0321,0.73,0.964929356,10221.8318,12931.39984
AKIRIN2,0.0308,0.73,0.964929356,1390.7663,1401.214409
AKT1S1,-0.0308,0.73,0.964929356,1152.7363,1183.883598
AKT1,-0.0316,0.73,0.964929356,3800.8929,3981.550722
ALG14,0.0298,0.73,0.964929356,261.8432,290.6708484
ALPK1,0.0339,0.73,0.964929356,219.7647,244.5306278
AMDHD1,-0.0315,0.73,0.964929356,15.1685,18.6441049
ANKRA2,0.0301,0.73,0.964929356,310.3825,323.9772327
ARHGAP21,0.0315,0.73,0.964929356,2899.0066,3102.12046
ARHGEF15,-0.0312,0.73,0.964929356,116.7059,130.8813876
ATG12,0.031,0.73,0.964929356,672.1504,725.369981
BCKDHB,-0.035,0.73,0.964929356,579.359,646.2126706
BUB1,0.0322,0.73,0.964929356,426.5734,469.3050121
BORCS7,0.033,0.73,0.964929356,480.9011,525.0400415
TMEM258,0.0301,0.73,0.964929356,1371.3263,1503.649587
PARPBP,-0.0308,0.73,0.964929356,126.3632,154.4260899
MZT1,0.0306,0.73,0.964929356,414.0593,475.601235
BRICD5,-0.0314,0.73,0.964929356,49.1847,58.40265033
MGME1,0.0345,0.73,0.964929356,423.3333,449.0456614
LINC00320,0.0339,0.73,0.964929356,47.3173,85.40053791
LINC00574,-0.0313,0.73,0.964929356,3.4554,4.927865033
TDRP,-0.0311,0.73,0.964929356,329.0102,349.2170899
CARS2,-0.0298,0.73,0.964929356,592.5506,613.7428167
CASC5,-0.0324,0.73,0.964929356,117.6514,139.5219958
CCT2,-0.0281,0.73,0.964929356,3915.9882,5105.309211
CDCA4,-0.0301,0.73,0.964929356,275.5153,314.4025252
CDK5RAP3,-0.0292,0.73,0.964929356,2124.0619,2469.100616
CEACAM1,-0.0318,0.73,0.964929356,12.396,24.18364281
CHEK2,-0.0344,0.73,0.964929356,140.6168,166.910981
CHM,-0.0336,0.73,0.964929356,486.692,518.3670242
CIC,-0.0302,0.73,0.964929356,1955.6046,1968.566455
CLDN15,0.0315,0.73,0.964929356,194.3483,216.3212065
COPB1,-0.0325,0.73,0.964929356,2658.0972,2733.484833
COQ7,0.032,0.73,0.964929356,417.7234,435.5615134
COX7B,-0.0308,0.73,0.964929356,1857.3059,2380.308449
CSNK1E,-0.0323,0.73,0.964929356,2473.518,2819.55807
CXXC1,-0.0295,0.73,0.964929356,1001.7301,1021.383432
DDX41,-0.0354,0.73,0.964929356,1765.7694,1826.761896
DENND5B,0.0349,0.73,0.964929356,614.5476,625.9191474
DGCR5,0.0328,0.73,0.964929356,174.4186,193.6167438
DHRS4,0.034,0.73,0.964929356,222.9625,230.6646624
DIDO1,-0.0303,0.73,0.964929356,1272.1552,1337.157212
DIRAS1,0.0319,0.73,0.964929356,1158.979,1221.365575
DTL,-0.0306,0.73,0.964929356,328.6713,378.7016859
DTNA,0.0326,0.73,0.964929356,6287.4251,7169.911699
DUSP28,-0.031,0.73,0.964929356,149.0356,163.2572291
EEA1,0.0296,0.73,0.964929356,818.5136,827.5978902
EIF4G3,0.0291,0.73,0.964929356,1791.1733,1791.195223
ENPP1,0.0305,0.73,0.964929356,70.4912,97.99473791
ENTPD8,-0.0328,0.73,0.964929356,1.7528,4.039523529
ESM1,0.0352,0.73,0.964929356,171.4546,270.6861781
EXD3,-0.0305,0.73,0.964929356,190.4986,208.5494578
FAIM,0.0345,0.73,0.964929356,277.6824,288.4520899
FAM166A,0.0328,0.73,0.964929356,1.2853,2.304206863
FAM41C,0.031,0.73,0.964929356,9.7421,11.08742549
